"Town","FIPS","Year","Measure Type","Variable","Value"
"North Branford","0900953890","2008-2012","Ratio to State Median","Median Home Value",1.09
"North Branford","0900953890","2008-2012","Ratio to State Median","Margins of Error",0.05
"North Branford","0900953890","2009-2013","Number","Median Home Value",294400
"North Branford","0900953890","2009-2013","Number","Margins of Error",8823
"North Branford","0900953890","2009-2013","Ratio to State Median","Median Home Value",1.06
"North Branford","0900953890","2009-2013","Ratio to State Median","Margins of Error",0.03
"North Branford","0900953890","2010-2014","Number","Median Home Value",294000
"North Branford","0900953890","2010-2014","Number","Margins of Error",9831
"North Branford","0900953890","2010-2014","Ratio to State Median","Median Home Value",1.07
"North Branford","0900953890","2010-2014","Ratio to State Median","Margins of Error",0.04
"North Branford","0900953890","2011-2015","Number","Median Home Value",284300
"North Branford","0900953890","2011-2015","Number","Margins of Error",9291
"North Branford","0900953890","2011-2015","Ratio to State Median","Median Home Value",1.05
"North Branford","0900953890","2011-2015","Ratio to State Median","Margins of Error",0.03
"North Branford","0900953890","2012-2016","Number","Median Home Value",282600
"North Branford","0900953890","2012-2016","Number","Margins of Error",8952
"North Branford","0900953890","2012-2016","Ratio to State Median","Median Home Value",1.05
"North Branford","0900953890","2012-2016","Ratio to State Median","Margins of Error",0.03
"North Branford","0900953890","2013-2017","Number","Median Home Value",281800
"North Branford","0900953890","2013-2017","Number","Margins of Error",10883
"North Branford","0900953890","2013-2017","Ratio to State Median","Median Home Value",1.04
"North Branford","0900953890","2013-2017","Ratio to State Median","Margins of Error",0.04
"North Branford","0900953890","2014-2018","Number","Median Home Value",282300
"North Branford","0900953890","2014-2018","Number","Margins of Error",10649
"North Branford","0900953890","2014-2018","Ratio to State Median","Median Home Value",1.04
"North Branford","0900953890","2014-2018","Ratio to State Median","Margins of Error",0.04
"North Branford","0900953890","2015-2019","Number","Median Home Value",291000
"North Branford","0900953890","2015-2019","Number","Margins of Error",9970
"North Branford","0900953890","2015-2019","Ratio to State Median","Median Home Value",1.06
"North Branford","0900953890","2015-2019","Ratio to State Median","Margins of Error",0.04
"North Branford","0900953890","2016-2020","Number","Median Home Value",303700
"North Branford","0900953890","2016-2020","Number","Margins of Error",16177
"North Branford","0900953890","2016-2020","Ratio to State Median","Median Home Value",1.09
"North Branford","0900953890","2016-2020","Ratio to State Median","Margins of Error",0.06
"North Canaan","0900554030","2006-2010","Number","Median Home Value",234300
"North Canaan","0900554030","2006-2010","Number","Margins of Error",19317
"North Canaan","0900554030","2006-2010","Ratio to State Median","Median Home Value",0.79
"North Canaan","0900554030","2006-2010","Ratio to State Median","Margins of Error",0.07
"North Canaan","0900554030","2007-2011","Number","Median Home Value",234500
"North Canaan","0900554030","2007-2011","Number","Margins of Error",15671
"North Canaan","0900554030","2007-2011","Ratio to State Median","Median Home Value",0.8
"North Canaan","0900554030","2007-2011","Ratio to State Median","Margins of Error",0.05
"North Canaan","0900554030","2008-2012","Number","Median Home Value",234600
"North Canaan","0900554030","2008-2012","Number","Margins of Error",12924
"North Canaan","0900554030","2008-2012","Ratio to State Median","Median Home Value",0.82
"North Canaan","0900554030","2008-2012","Ratio to State Median","Margins of Error",0.05
"North Canaan","0900554030","2009-2013","Number","Median Home Value",225400
"North Canaan","0900554030","2009-2013","Number","Margins of Error",10664
"North Canaan","0900554030","2009-2013","Ratio to State Median","Median Home Value",0.81
"North Canaan","0900554030","2009-2013","Ratio to State Median","Margins of Error",0.04
"North Canaan","0900554030","2010-2014","Number","Median Home Value",223800
"North Canaan","0900554030","2010-2014","Number","Margins of Error",10812
"North Canaan","0900554030","2010-2014","Ratio to State Median","Median Home Value",0.82
"North Canaan","0900554030","2010-2014","Ratio to State Median","Margins of Error",0.04
"North Canaan","0900554030","2011-2015","Number","Median Home Value",217900
"North Canaan","0900554030","2011-2015","Number","Margins of Error",14348
"North Canaan","0900554030","2011-2015","Ratio to State Median","Median Home Value",0.81
"North Canaan","0900554030","2011-2015","Ratio to State Median","Margins of Error",0.05
"North Canaan","0900554030","2012-2016","Number","Median Home Value",212100
"North Canaan","0900554030","2012-2016","Number","Margins of Error",18369
"North Canaan","0900554030","2012-2016","Ratio to State Median","Median Home Value",0.79
"North Canaan","0900554030","2012-2016","Ratio to State Median","Margins of Error",0.07
"North Canaan","0900554030","2013-2017","Number","Median Home Value",194800
"North Canaan","0900554030","2013-2017","Number","Margins of Error",17863
"North Canaan","0900554030","2013-2017","Ratio to State Median","Median Home Value",0.72
"North Canaan","0900554030","2013-2017","Ratio to State Median","Margins of Error",0.07
"North Canaan","0900554030","2014-2018","Number","Median Home Value",188900
"North Canaan","0900554030","2014-2018","Number","Margins of Error",15375
"North Canaan","0900554030","2014-2018","Ratio to State Median","Median Home Value",0.69
"North Canaan","0900554030","2014-2018","Ratio to State Median","Margins of Error",0.06
"North Canaan","0900554030","2015-2019","Number","Median Home Value",190900
"North Canaan","0900554030","2015-2019","Number","Margins of Error",12554
"North Canaan","0900554030","2015-2019","Ratio to State Median","Median Home Value",0.69
"North Canaan","0900554030","2015-2019","Ratio to State Median","Margins of Error",0.05
"North Canaan","0900554030","2016-2020","Number","Median Home Value",196900
"North Canaan","0900554030","2016-2020","Number","Margins of Error",21644
"North Canaan","0900554030","2016-2020","Ratio to State Median","Median Home Value",0.7
"North Canaan","0900554030","2016-2020","Ratio to State Median","Margins of Error",0.08
"North Haven","0900954870","2006-2010","Number","Median Home Value",335200
"North Haven","0900954870","2006-2010","Number","Margins of Error",7395
"North Haven","0900954870","2006-2010","Ratio to State Median","Median Home Value",1.13
"North Haven","0900954870","2006-2010","Ratio to State Median","Margins of Error",0.03
"North Haven","0900954870","2007-2011","Number","Median Home Value",328800
"North Haven","0900954870","2007-2011","Number","Margins of Error",7122
"North Haven","0900954870","2007-2011","Ratio to State Median","Median Home Value",1.12
"North Haven","0900954870","2007-2011","Ratio to State Median","Margins of Error",0.02
"North Haven","0900954870","2008-2012","Number","Median Home Value",311600
"North Haven","0900954870","2008-2012","Number","Margins of Error",8994
"North Haven","0900954870","2008-2012","Ratio to State Median","Median Home Value",1.09
"North Haven","0900954870","2008-2012","Ratio to State Median","Margins of Error",0.03
"North Haven","0900954870","2009-2013","Number","Median Home Value",303400
"North Haven","0900954870","2009-2013","Number","Margins of Error",10083
"North Haven","0900954870","2009-2013","Ratio to State Median","Median Home Value",1.09
"North Haven","0900954870","2009-2013","Ratio to State Median","Margins of Error",0.04
"North Haven","0900954870","2010-2014","Number","Median Home Value",299700
"North Haven","0900954870","2010-2014","Number","Margins of Error",7733
"North Haven","0900954870","2010-2014","Ratio to State Median","Median Home Value",1.09
"North Haven","0900954870","2010-2014","Ratio to State Median","Margins of Error",0.03
"North Haven","0900954870","2011-2015","Number","Median Home Value",295700
"North Haven","0900954870","2011-2015","Number","Margins of Error",6310
"North Haven","0900954870","2011-2015","Ratio to State Median","Median Home Value",1.09
"North Haven","0900954870","2011-2015","Ratio to State Median","Margins of Error",0.02
"North Haven","0900954870","2012-2016","Number","Median Home Value",295500
"North Haven","0900954870","2012-2016","Number","Margins of Error",6950
"North Haven","0900954870","2012-2016","Ratio to State Median","Median Home Value",1.1
"North Haven","0900954870","2012-2016","Ratio to State Median","Margins of Error",0.03
"North Haven","0900954870","2013-2017","Number","Median Home Value",299000
"North Haven","0900954870","2013-2017","Number","Margins of Error",8993
"North Haven","0900954870","2013-2017","Ratio to State Median","Median Home Value",1.11
"North Haven","0900954870","2013-2017","Ratio to State Median","Margins of Error",0.03
"North Haven","0900954870","2014-2018","Number","Median Home Value",299500
"North Haven","0900954870","2014-2018","Number","Margins of Error",9940
"North Haven","0900954870","2014-2018","Ratio to State Median","Median Home Value",1.1
"North Haven","0900954870","2014-2018","Ratio to State Median","Margins of Error",0.04
"North Haven","0900954870","2015-2019","Number","Median Home Value",298300
"North Haven","0900954870","2015-2019","Number","Margins of Error",9214
"North Haven","0900954870","2015-2019","Ratio to State Median","Median Home Value",1.08
"North Haven","0900954870","2015-2019","Ratio to State Median","Margins of Error",0.03
"North Haven","0900954870","2016-2020","Number","Median Home Value",297000
"North Haven","0900954870","2016-2020","Number","Margins of Error",9798
"North Haven","0900954870","2016-2020","Ratio to State Median","Median Home Value",1.06
"North Haven","0900954870","2016-2020","Ratio to State Median","Margins of Error",0.04
"North Stonington","0901155500","2006-2010","Number","Median Home Value",289800
"North Stonington","0901155500","2006-2010","Number","Margins of Error",20854
"North Stonington","0901155500","2006-2010","Ratio to State Median","Median Home Value",0.98
"North Stonington","0901155500","2006-2010","Ratio to State Median","Margins of Error",0.07
"North Stonington","0901155500","2007-2011","Number","Median Home Value",296200
"North Stonington","0901155500","2007-2011","Number","Margins of Error",22403
"North Stonington","0901155500","2007-2011","Ratio to State Median","Median Home Value",1.01
"North Stonington","0901155500","2007-2011","Ratio to State Median","Margins of Error",0.08
"North Stonington","0901155500","2008-2012","Number","Median Home Value",300900
"North Stonington","0901155500","2008-2012","Number","Margins of Error",26929
"North Stonington","0901155500","2008-2012","Ratio to State Median","Median Home Value",1.05
"North Stonington","0901155500","2008-2012","Ratio to State Median","Margins of Error",0.09
"North Stonington","0901155500","2009-2013","Number","Median Home Value",289600
"North Stonington","0901155500","2009-2013","Number","Margins of Error",15167
"North Stonington","0901155500","2009-2013","Ratio to State Median","Median Home Value",1.04
"North Stonington","0901155500","2009-2013","Ratio to State Median","Margins of Error",0.05
"North Stonington","0901155500","2010-2014","Number","Median Home Value",290400
"North Stonington","0901155500","2010-2014","Number","Margins of Error",20298
"North Stonington","0901155500","2010-2014","Ratio to State Median","Median Home Value",1.06
"North Stonington","0901155500","2010-2014","Ratio to State Median","Margins of Error",0.07
"North Stonington","0901155500","2011-2015","Number","Median Home Value",292800
"North Stonington","0901155500","2011-2015","Number","Margins of Error",20735
"North Stonington","0901155500","2011-2015","Ratio to State Median","Median Home Value",1.08
"North Stonington","0901155500","2011-2015","Ratio to State Median","Margins of Error",0.08
"North Stonington","0901155500","2012-2016","Number","Median Home Value",290000
